jid,formula_raw,formula_reduced,cif_file,cif_path,formation_energy_peratom,ehull,exfoliation_energy,optb88vdw_bandgap,hse_gap,icsd_raw,has_icsd,reference,exp_formula_label,synthesis_data_label
JVASP-6916,Ca2H3,Ca2H3,JVASP-6916_Ca2H3.cif,data/cif/JVASP-6916_Ca2H3.cif,-0.33311,0.0,,0.0,,,0,mp-24809-1L,0,0
JVASP-6919,AlCl2,AlCl2,JVASP-6919_AlCl2.cif,data/cif/JVASP-6919_AlCl2.cif,-0.81233,0.0,,0.0,,,0,mp-25470-1L,0,0
JVASP-6922,MnO2,MnO2,JVASP-6922_MnO2.cif,data/cif/JVASP-6922_MnO2.cif,-1.6845,0.0,54.23,0.906,3.56,,0,mp-25558-1L,0,0
JVASP-6925,TlSn2,TlSn2,JVASP-6925_TlSn2.cif,data/cif/JVASP-6925_TlSn2.cif,0.29926,0.0,,0.0,,,0,mp-2556-1L,0,0
JVASP-6931,NbSe2Cl2,Nb(SeCl)2,JVASP-6931_NbSe2Cl2.cif,data/cif/JVASP-6931_NbSe2Cl2.cif,-0.88045,0.0,69.42,1.089,,,0,mp-27361-1L,0,0
JVASP-6934,SbBr3,SbBr3,JVASP-6934_SbBr3.cif,data/cif/JVASP-6934_SbBr3.cif,-0.50873,0.0,88.65,2.943,,,0,mp-27399-1L,0,0
JVASP-6937,ScCl,ScCl,JVASP-6937_ScCl.cif,data/cif/JVASP-6937_ScCl.cif,-1.44839,0.0,51.95,0.0,,,0,mp-27507-1L,0,0
JVASP-6940,As4S3,As4S3,JVASP-6940_As4S3.cif,data/cif/JVASP-6940_As4S3.cif,-0.01497,0.0,93.98,1.271,2.82,,0,mp-27543-1L,0,0
JVASP-6943,CrCl3,CrCl3,JVASP-6943_CrCl3.cif,data/cif/JVASP-6943_CrCl3.cif,-1.08332,0.0,69.52,1.692,,,0,mp-27630-1L,1,1
JVASP-6949,NaSn2S4,Na(SnS2)2,JVASP-6949_NaSn2S4.cif,data/cif/JVASP-6949_NaSn2S4.cif,-0.59583,0.0,,0.0,,,0,mp-27682-1L,0,0
JVASP-6952,LiSn2S2,Li(SnS)2,JVASP-6952_LiSn2S2.cif,data/cif/JVASP-6952_LiSn2S2.cif,-0.54678,0.0,,0.0,,,0,mp-27683-1L,0,0
JVASP-6955,BiI,BiI,JVASP-6955_BiI.cif,data/cif/JVASP-6955_BiI.cif,-0.21665,0.0,77.69,0.711,,,0,mp-27708-1L,0,0
JVASP-696,CrS2,CrS2,JVASP-696_CrS2.cif,data/cif/JVASP-696_CrS2.cif,-0.53611,0.0,54.98,0.0,,,0,mp-28910-1L,0,0
JVASP-6961,TiBr2,TiBr2,JVASP-6961_TiBr2.cif,data/cif/JVASP-6961_TiBr2.cif,-1.03595,0.0,75.93,0.0,,,0,mp-27785-1L,0,0
JVASP-6964,PdBr2,PdBr2,JVASP-6964_PdBr2.cif,data/cif/JVASP-6964_PdBr2.cif,-0.21288,0.0,84.4,0.914,,,0,mp-27857-1L,0,0
JVASP-6967,MoS2Cl3,MoS2Cl3,JVASP-6967_MoS2Cl3.cif,data/cif/JVASP-6967_MoS2Cl3.cif,-0.66292,0.0,,1.483,,,0,mp-27866-1L,0,0
JVASP-6970,BiSe2,BiSe2,JVASP-6970_BiSe2.cif,data/cif/JVASP-6970_BiSe2.cif,-0.01174,0.0,,0.0,,,0,mp-27902-1L,0,0
JVASP-6973,TbBr,TbBr,JVASP-6973_TbBr.cif,data/cif/JVASP-6973_TbBr.cif,-1.19478,0.0,58.43,0.0,,,0,mp-27924-1L,0,0
JVASP-6979,GeBi2Te4,Ge(BiTe2)2,JVASP-6979_GeBi2Te4.cif,data/cif/JVASP-6979_GeBi2Te4.cif,-0.14086,0.0,53.75,1.048,,,0,mp-27948-1L,0,0
JVASP-6982,ScSi4,ScSi4,JVASP-6982_ScSi4.cif,data/cif/JVASP-6982_ScSi4.cif,0.24332,0.0,,0.0,,,0,mp-2841-1L,0,0
JVASP-6985,Ca2I2N,Ca2I2N,JVASP-6985_Ca2I2N.cif,data/cif/JVASP-6985_Ca2I2N.cif,-1.05673,0.0,,0.0,,,0,mp-28553-1L,0,0
JVASP-6994,Bi2Te3,Bi2Te3,JVASP-6994_Bi2Te3.cif,data/cif/JVASP-6994_Bi2Te3.cif,0.01206,0.0,250.82,0.383,,,0,mp-34202-1L,1,1
JVASP-7000,TiTe2,TiTe2,JVASP-7000_TiTe2.cif,data/cif/JVASP-7000_TiTe2.cif,-0.60947,0.0,,0.0,,,0,mp-567832-1L,0,0
JVASP-7012,AlN,AlN,JVASP-7012_AlN.cif,data/cif/JVASP-7012_AlN.cif,-1.02266,0.0,626.82,2.988,,,0,mp-661-1L,0,0
JVASP-7015,NiSe2,NiSe2,JVASP-7015_NiSe2.cif,data/cif/JVASP-7015_NiSe2.cif,-0.15045,0.0,,0.096,,,0,mp-662-1L,0,0
JVASP-7024,Na4LiN2,Na4LiN2,JVASP-7024_Na4LiN2.cif,data/cif/JVASP-7024_Na4LiN2.cif,0.31555,0.0,,0.0,,,0,mp-7149-1L,0,0
JVASP-7027,P4S5,P4S5,JVASP-7027_P4S5.cif,data/cif/JVASP-7027_P4S5.cif,-0.09211,0.0,86.24,2.433,,,0,mp-7260-1L,0,0
JVASP-7030,K2SnS2,K2SnS2,JVASP-7030_K2SnS2.cif,data/cif/JVASP-7030_K2SnS2.cif,-0.68507,0.0,,0.014,,,0,mp-7794-1L,0,0
JVASP-7033,CrTe2,CrTe2,JVASP-7033_CrTe2.cif,data/cif/JVASP-7033_CrTe2.cif,-0.03906,0.0,,0.0,,,0,mp-794-1L,0,0
JVASP-7036,LiTi2Se4,Li(TiSe2)2,JVASP-7036_LiTi2Se4.cif,data/cif/JVASP-7036_LiTi2Se4.cif,-1.20271,0.0,,0.0,,,0,mp-8132-1L,0,0
JVASP-7039,Na3S2,Na3S2,JVASP-7039_Na3S2.cif,data/cif/JVASP-7039_Na3S2.cif,-0.78907,0.0,,0.0,,,0,mp-8374-1L,0,0
JVASP-7048,CdPS3,CdPS3,JVASP-7048_CdPS3.cif,data/cif/JVASP-7048_CdPS3.cif,-0.38334,0.0,69.1,1.963,,,0,mp-9330-1L,0,0
JVASP-705,HfTe2,HfTe2,JVASP-705_HfTe2.cif,data/cif/JVASP-705_HfTe2.cif,-0.73463,0.0,108.0,0.0,,,0,mp-32887-1L,0,0
JVASP-7051,MgAl2Se4,Mg(AlSe2)2,JVASP-7051_MgAl2Se4.cif,data/cif/JVASP-7051_MgAl2Se4.cif,-1.01341,0.0,35.42,1.41,,,0,mp-9479-1L,0,0
JVASP-7054,GaS,GaS,JVASP-7054_GaS.cif,data/cif/JVASP-7054_GaS.cif,-0.64539,0.0,57.08,2.308,,,0,mp-9889-1L,0,0
JVASP-7057,BaLi2Si2,Ba(LiSi)2,JVASP-7057_BaLi2Si2.cif,data/cif/JVASP-7057_BaLi2Si2.cif,0.16134,0.0,,0.0,,,0,mp-9950-1L,0,0
JVASP-7060,TiS2,TiS2,JVASP-7060_TiS2.cif,data/cif/JVASP-7060_TiS2.cif,-1.33089,0.0,64.14,0.062,,,0,mvc-11238-1L,1,1
JVASP-720,PdS2,PdS2,JVASP-720_PdS2.cif,data/cif/JVASP-720_PdS2.cif,-0.17124,0.0,145.07,1.282,,,0,mp-13682-1L,0,0
JVASP-723,PdSe2,PdSe2,JVASP-723_PdSe2.cif,data/cif/JVASP-723_PdSe2.cif,-0.09224,0.0,166.24,1.437,,,0,mp-2418-1L,1,1
JVASP-726,CrS2,CrS2,JVASP-726_CrS2.cif,data/cif/JVASP-726_CrS2.cif,-0.53616,0.0,107.71,0.0,,,0,mp-755263-1L,0,0
JVASP-728,HfS2,HfS2,JVASP-728_HfS2.cif,data/cif/JVASP-728_HfS2.cif,-1.61848,0.0,86.83,1.346,,,0,mp-985829-1L,1,1
JVASP-729,HfSe2,HfSe2,JVASP-729_HfSe2.cif,data/cif/JVASP-729_HfSe2.cif,-1.29097,0.0,92.05,0.693,,,0,mp-985831-1L,0,0
JVASP-730,MoS2,MoS2,JVASP-730_MoS2.cif,data/cif/JVASP-730_MoS2.cif,-0.60967,0.0,89.43,0.0,,,0,mp-558544-1L,1,1
JVASP-735,Te2Pd,Te2Pd,JVASP-735_Te2Pd.cif,data/cif/JVASP-735_Te2Pd.cif,-0.10983,0.0,202.39,0.155,,,0,mp-782-1L,0,0
JVASP-738,PtO2,PtO2,JVASP-738_PtO2.cif,data/cif/JVASP-738_PtO2.cif,-0.50061,0.0,84.51,1.788,,,0,mp-617-1L,0,0
JVASP-741,PtS2,PtS2,JVASP-741_PtS2.cif,data/cif/JVASP-741_PtS2.cif,-0.31984,0.0,95.49,1.626,,,0,mp-762-1L,0,0
JVASP-744,PtSe2,PtSe2,JVASP-744_PtSe2.cif,data/cif/JVASP-744_PtSe2.cif,-0.27202,0.0,107.58,1.362,1.87,,0,mp-1115-1L,1,1
JVASP-747,Te2Pt,Te2Pt,JVASP-747_Te2Pt.cif,data/cif/JVASP-747_Te2Pt.cif,-0.22666,0.0,144.32,0.729,,,0,mp-399-1L,0,0
JVASP-750,SnO2,SnO2,JVASP-750_SnO2.cif,data/cif/JVASP-750_SnO2.cif,-1.51475,0.0,76.45,2.214,,,0,mvc-6946-1L,0,0
JVASP-75042,LiBe,LiBe,JVASP-75042_LiBe.cif,data/cif/JVASP-75042_LiBe.cif,0.6745,0.0,540.34,0.0,,,0,mp-1001825-1L,0,0
JVASP-75043,ZrN2,ZrN2,JVASP-75043_ZrN2.cif,data/cif/JVASP-75043_ZrN2.cif,-0.01497,0.0,903.94,0.0,,,0,mp-1008600-1L,0,0
JVASP-75044,VS2,VS2,JVASP-75044_VS2.cif,data/cif/JVASP-75044_VS2.cif,-0.88971,0.0,69.43,0.0,,,0,mp-1013525-1L,0,0
JVASP-75047,C3N,C3N,JVASP-75047_C3N.cif,data/cif/JVASP-75047_C3N.cif,1.95686,0.0,84.59,0.0,,,0,mp-1014298-1L,0,0
JVASP-75048,In2Se3,In2Se3,JVASP-75048_In2Se3.cif,data/cif/JVASP-75048_In2Se3.cif,-0.42718,0.0,52.73,0.457,,,0,mp-1017565-1L,0,0
JVASP-75050,YSb2,YSb2,JVASP-75050_YSb2.cif,data/cif/JVASP-75050_YSb2.cif,-0.13823,0.0,91.1,0.0,,,0,mp-1018112-1L,0,0
JVASP-75051,DySb2,DySb2,JVASP-75051_DySb2.cif,data/cif/JVASP-75051_DySb2.cif,-0.11722,0.0,96.24,0.0,,,0,mp-1018158-1L,0,0
JVASP-75052,TbCu2S2,Tb(CuS)2,JVASP-75052_TbCu2S2.cif,data/cif/JVASP-75052_TbCu2S2.cif,-0.78538,0.0,106.05,0.0,,,0,mp-1018637-1L,0,0
JVASP-75054,AuN2,AuN2,JVASP-75054_AuN2.cif,data/cif/JVASP-75054_AuN2.cif,0.76136,0.0,145.47,0.0,,,0,mp-1018648-1L,0,0
JVASP-75057,Te2W,Te2W,JVASP-75057_Te2W.cif,data/cif/JVASP-75057_Te2W.cif,-0.13396,0.0,,1.312,,,0,mp-1019322-1L,1,1
JVASP-75058,B2S2O9,B2S2O9,JVASP-75058_B2S2O9.cif,data/cif/JVASP-75058_B2S2O9.cif,-1.64707,0.0,22.81,7.314,,,0,mp-1019509-1L,0,0
JVASP-75061,CdS,CdS,JVASP-75061_CdS.cif,data/cif/JVASP-75061_CdS.cif,0.5904,0.0,948.93,0.053,,,0,mp-1021511-1L,0,0
JVASP-75063,Nb2CuS4,Nb2CuS4,JVASP-75063_Nb2CuS4.cif,data/cif/JVASP-75063_Nb2CuS4.cif,-0.51788,0.0,45.81,0.0,,,0,mp-1025305-1L,0,0
JVASP-75065,YbCl3,YbCl3,JVASP-75065_YbCl3.cif,data/cif/JVASP-75065_YbCl3.cif,-1.61059,0.0,163.74,0.649,,,0,mp-1025388-1L,0,0
JVASP-75066,YbCl3,YbCl3,JVASP-75066_YbCl3.cif,data/cif/JVASP-75066_YbCl3.cif,-1.68169,0.0,111.61,0.0,,,0,mp-1025400-1L,0,0
JVASP-75069,N,N2,JVASP-75069_N.cif,data/cif/JVASP-75069_N.cif,5.33291,0.0,,3.14,,,0,mp-10631-1L,0,0
JVASP-75071,LuPb2,LuPb2,JVASP-75071_LuPb2.cif,data/cif/JVASP-75071_LuPb2.cif,0.09146,0.0,226.22,0.0,,,0,mp-11493-1L,0,0
JVASP-75072,NiTe,NiTe,JVASP-75072_NiTe.cif,data/cif/JVASP-75072_NiTe.cif,-0.00024,0.0,,0.0,,,0,mp-11693-1L,0,0
JVASP-75076,HfSiSe,HfSiSe,JVASP-75076_HfSiSe.cif,data/cif/JVASP-75076_HfSiSe.cif,-0.91514,0.0,77.46,0.0,,,0,mp-13962-1L,0,0
JVASP-75077,B,B,JVASP-75077_B.cif,data/cif/JVASP-75077_B.cif,1.73934,0.0,,0.0,,,0,mp-140-1L,0,0
JVASP-75078,Tl2SiSe3,Tl2SiSe3,JVASP-75078_Tl2SiSe3.cif,data/cif/JVASP-75078_Tl2SiSe3.cif,-0.3408,0.0,127.44,2.236,,,0,mp-14241-1L,0,0
JVASP-75083,VPO5,VPO5,JVASP-75083_VPO5.cif,data/cif/JVASP-75083_VPO5.cif,-2.25069,0.0,71.15,1.581,,,0,mp-19000-1L,0,0
JVASP-75084,InGaS3,InGaS3,JVASP-75084_InGaS3.cif,data/cif/JVASP-75084_InGaS3.cif,-0.62969,0.0,48.47,1.953,,,0,mp-19885-1L,0,0
JVASP-75085,ZrSiTe,ZrSiTe,JVASP-75085_ZrSiTe.cif,data/cif/JVASP-75085_ZrSiTe.cif,-0.72599,0.0,67.95,0.0,,,0,mp-19917-1L,0,0
JVASP-75086,LiFeP,LiFeP,JVASP-75086_LiFeP.cif,data/cif/JVASP-75086_LiFeP.cif,-0.53828,0.0,162.14,0.0,,,0,mp-20049-1L,0,0
JVASP-75088,Ga2FeS4,Ga2FeS4,JVASP-75088_Ga2FeS4.cif,data/cif/JVASP-75088_Ga2FeS4.cif,-0.55071,0.0,33.88,0.014,,,0,mp-20793-1L,0,0
JVASP-75089,InAgP2Se6,InAg(PSe3)2,JVASP-75089_InAgP2Se6.cif,data/cif/JVASP-75089_InAgP2Se6.cif,-0.12477,0.0,,0.862,,,0,mp-20902-1L,0,0
JVASP-75094,Al3Ir,Al3Ir,JVASP-75094_Al3Ir.cif,data/cif/JVASP-75094_Al3Ir.cif,0.37717,0.0,1063.37,0.0,,,0,mp-2294-1L,0,0
JVASP-75097,TiClO,TiClO,JVASP-75097_TiClO.cif,data/cif/JVASP-75097_TiClO.cif,-2.42053,0.0,,0.0,,,0,mp-22992-1L,0,0
JVASP-75099,I,I,JVASP-75099_I.cif,data/cif/JVASP-75099_I.cif,0.19643,0.0,196.43,0.978,,,0,mp-23153-1L,0,0
JVASP-75107,KH2N,KH2N,JVASP-75107_KH2N.cif,data/cif/JVASP-75107_KH2N.cif,-0.35644,0.0,45.56,2.285,,,0,mp-24428-1L,0,0
JVASP-75113,BiPd2O4,Bi(PdO2)2,JVASP-75113_BiPd2O4.cif,data/cif/JVASP-75113_BiPd2O4.cif,-0.57863,0.0,138.36,0.0,,,0,mp-25201-1L,0,0
JVASP-75119,UBrN,UBrN,JVASP-75119_UBrN.cif,data/cif/JVASP-75119_UBrN.cif,-1.56973,0.0,54.02,0.0,,,0,mp-27762-1L,0,0
JVASP-75120,CI2,CI2,JVASP-75120_CI2.cif,data/cif/JVASP-75120_CI2.cif,1.77086,0.0,,0.295,,,0,mp-27922-1L,0,0
JVASP-75124,SrH4O3,SrH4O3,JVASP-75124_SrH4O3.cif,data/cif/JVASP-75124_SrH4O3.cif,-1.54136,0.0,60.62,2.428,,,0,mp-28420-1L,0,0
JVASP-75125,Ge5Te8As2,Ge5(Te4As)2,JVASP-75125_Ge5Te8As2.cif,data/cif/JVASP-75125_Ge5Te8As2.cif,-0.03517,0.0,27.17,0.318,,,0,mp-28487-1L,0,0
JVASP-75132,InTeBr,InTeBr,JVASP-75132_InTeBr.cif,data/cif/JVASP-75132_InTeBr.cif,-0.45699,0.0,93.93,2.097,,,0,mp-29236-1L,0,0
JVASP-75134,Rb3Nb2Br9,Rb3Nb2Br9,JVASP-75134_Rb3Nb2Br9.cif,data/cif/JVASP-75134_Rb3Nb2Br9.cif,-1.12593,0.0,234.05,0.36,,,0,mp-29413-1L,0,0
JVASP-75135,LiAuI4,LiAuI4,JVASP-75135_LiAuI4.cif,data/cif/JVASP-75135_LiAuI4.cif,-0.36595,0.0,98.57,0.891,,,0,mp-29520-1L,0,0
JVASP-75137,Mg2Al2Se5,Mg2Al2Se5,JVASP-75137_Mg2Al2Se5.cif,data/cif/JVASP-75137_Mg2Al2Se5.cif,-1.08852,0.0,27.56,1.465,,,0,mp-29624-1L,0,0
JVASP-75138,Bi2SeO5,Bi2SeO5,JVASP-75138_Bi2SeO5.cif,data/cif/JVASP-75138_Bi2SeO5.cif,-1.20421,0.0,46.45,1.169,,,0,mp-29839-1L,0,0
JVASP-75140,KAsO2,KAsO2,JVASP-75140_KAsO2.cif,data/cif/JVASP-75140_KAsO2.cif,-1.61397,0.0,58.19,4.105,,,0,mp-30298-1L,0,0
JVASP-75141,UTeO,UTeO,JVASP-75141_UTeO.cif,data/cif/JVASP-75141_UTeO.cif,-2.11461,0.0,72.84,0.0,,,0,mp-3037-1L,0,0
JVASP-75146,AlBiBr6,AlBiBr6,JVASP-75146_AlBiBr6.cif,data/cif/JVASP-75146_AlBiBr6.cif,-0.87651,0.0,70.4,2.04,,,0,mp-31268-1L,0,0
JVASP-75148,ZnPS3,ZnPS3,JVASP-75148_ZnPS3.cif,data/cif/JVASP-75148_ZnPS3.cif,-0.39291,0.0,66.08,2.182,,,0,mp-3342-1L,0,0
JVASP-75151,SnBi2Te4,Sn(BiTe2)2,JVASP-75151_SnBi2Te4.cif,data/cif/JVASP-75151_SnBi2Te4.cif,-0.20557,0.0,55.88,0.828,,,0,mp-38605-1L,0,0
JVASP-75153,Hg3B2O6,Hg3(BO3)2,JVASP-75153_Hg3B2O6.cif,data/cif/JVASP-75153_Hg3B2O6.cif,-1.09918,0.0,200.51,3.516,,,0,mp-4710-1L,0,0
JVASP-75154,NbPO5,NbPO5,JVASP-75154_NbPO5.cif,data/cif/JVASP-75154_NbPO5.cif,-2.36826,0.0,170.78,3.373,,,0,mp-4888-1L,0,0
JVASP-75155,Te2SO7,Te2SO7,JVASP-75155_Te2SO7.cif,data/cif/JVASP-75155_Te2SO7.cif,-1.10203,0.0,108.63,3.438,,,0,mp-4906-1L,0,0
JVASP-75159,VCl2O,VCl2O,JVASP-75159_VCl2O.cif,data/cif/JVASP-75159_VCl2O.cif,-1.61861,0.0,35.81,0.0,,,0,mp-540793-1L,0,0
JVASP-75164,CdBiClO2,CdBiClO2,JVASP-75164_CdBiClO2.cif,data/cif/JVASP-75164_CdBiClO2.cif,-1.13409,0.0,169.13,3.155,,,0,mp-550553-1L,0,0
JVASP-75165,SmZnPO,SmZnPO,JVASP-75165_SmZnPO.cif,data/cif/JVASP-75165_SmZnPO.cif,-1.84605,0.0,126.09,1.474,,,0,mp-550820-1L,0,0
JVASP-75167,AgClO2,AgClO2,JVASP-75167_AgClO2.cif,data/cif/JVASP-75167_AgClO2.cif,0.293,0.0,110.57,1.348,,,0,mp-552169-1L,0,0
JVASP-75174,SrCl2O4,Sr(ClO2)2,JVASP-75174_SrCl2O4.cif,data/cif/JVASP-75174_SrCl2O4.cif,-0.88996,0.0,58.28,2.97,,,0,mp-555474-1L,0,0
JVASP-75175,AgBiSCl2,AgBiSCl2,JVASP-75175_AgBiSCl2.cif,data/cif/JVASP-75175_AgBiSCl2.cif,-0.42698,0.0,241.14,0.642,,,0,mp-556094-1L,0,0
JVASP-75178,CdSbS2Cl,CdSbS2Cl,JVASP-75178_CdSbS2Cl.cif,data/cif/JVASP-75178_CdSbS2Cl.cif,-0.46161,0.0,194.23,1.33,,,0,mp-557049-1L,0,0
JVASP-75185,CdBiS2Cl,CdBiS2Cl,JVASP-75185_CdBiS2Cl.cif,data/cif/JVASP-75185_CdBiS2Cl.cif,-0.46158,0.0,253.8,1.168,,,0,mp-558849-1L,0,0
JVASP-75188,LuSBr,LuSBr,JVASP-75188_LuSBr.cif,data/cif/JVASP-75188_LuSBr.cif,-1.63277,0.0,471.75,1.516,,,0,mp-560054-1L,0,0
JVASP-75189,AgHgSBr,AgHgSBr,JVASP-75189_AgHgSBr.cif,data/cif/JVASP-75189_AgHgSBr.cif,-0.08692,0.0,117.39,1.192,,,0,mp-560067-1L,0,0
JVASP-75194,AgPb4ClO4,AgPb4ClO4,JVASP-75194_AgPb4ClO4.cif,data/cif/JVASP-75194_AgPb4ClO4.cif,-0.98241,0.0,110.99,2.7,,,0,mp-560923-1L,0,0
JVASP-75198,CaCl2O4,Ca(ClO2)2,JVASP-75198_CaCl2O4.cif,data/cif/JVASP-75198_CaCl2O4.cif,-0.88719,0.0,57.21,3.004,,,0,mp-561366-1L,0,0
JVASP-75203,VPbClO3,VPbClO3,JVASP-75203_VPbClO3.cif,data/cif/JVASP-75203_VPbClO3.cif,-1.88883,0.0,124.85,2.219,,,0,mp-566304-1L,0,0
JVASP-75204,Sr2FeBrO3,Sr2FeBrO3,JVASP-75204_Sr2FeBrO3.cif,data/cif/JVASP-75204_Sr2FeBrO3.cif,-2.36415,0.0,23.59,0.0,,,0,mp-566641-1L,0,0
JVASP-75209,Ca3SiBr2,Ca3SiBr2,JVASP-75209_Ca3SiBr2.cif,data/cif/JVASP-75209_Ca3SiBr2.cif,-1.16574,0.0,178.97,0.674,,,0,mp-568050-1L,0,0
JVASP-75214,V2NiSe4,V2NiSe4,JVASP-75214_V2NiSe4.cif,data/cif/JVASP-75214_V2NiSe4.cif,-0.49163,0.0,44.47,0.0,,,0,mp-569662-1L,0,0
JVASP-75215,ZnSe,ZnSe,JVASP-75215_ZnSe.cif,data/cif/JVASP-75215_ZnSe.cif,-0.44521,0.0,89.18,2.16,,,0,mp-569679-1L,0,0
JVASP-75218,AgAuCl4,AgAuCl4,JVASP-75218_AgAuCl4.cif,data/cif/JVASP-75218_AgAuCl4.cif,-0.28463,0.0,85.87,0.892,,,0,mp-570340-1L,0,0
JVASP-75219,BaThBr6,BaThBr6,JVASP-75219_BaThBr6.cif,data/cif/JVASP-75219_BaThBr6.cif,-1.92317,0.0,48.54,2.922,,,0,mp-570615-1L,0,0
JVASP-75220,MgCl2,MgCl2,JVASP-75220_MgCl2.cif,data/cif/JVASP-75220_MgCl2.cif,-1.7152,0.0,98.4,5.593,,,0,mp-570782-1L,0,0
JVASP-75221,CdBiSe2I,CdBiSe2I,JVASP-75221_CdBiSe2I.cif,data/cif/JVASP-75221_CdBiSe2I.cif,-0.25377,0.0,230.9,0.472,,,0,mp-570961-1L,0,0
JVASP-75222,TePdI2,TePdI2,JVASP-75222_TePdI2.cif,data/cif/JVASP-75222_TePdI2.cif,-0.16276,0.0,79.09,0.451,,,0,mp-573321-1L,0,0
JVASP-75223,FePS3,FePS3,JVASP-75223_FePS3.cif,data/cif/JVASP-75223_FePS3.cif,-0.2105,0.0,68.48,0.0,,,0,mp-5864-1L,1,1
JVASP-75224,F,F2,JVASP-75224_F.cif,data/cif/JVASP-75224_F.cif,0.51658,0.0,,0.0,,,0,mp-601148-1L,0,0
JVASP-75225,TaTe2,TaTe2,JVASP-75225_TaTe2.cif,data/cif/JVASP-75225_TaTe2.cif,-0.23061,0.0,115.5,0.0,,,0,mp-601823-1L,0,0
JVASP-75231,CdInGaS4,CdInGaS4,JVASP-75231_CdInGaS4.cif,data/cif/JVASP-75231_CdInGaS4.cif,-0.31966,0.0,77.46,0.0,,,0,mp-624929-1L,0,0
JVASP-75253,Sr2FeClO3,Sr2FeClO3,JVASP-75253_Sr2FeClO3.cif,data/cif/JVASP-75253_Sr2FeClO3.cif,-2.44028,0.0,34.5,0.0,,,0,mp-630641-1L,0,0
JVASP-75254,TlInS2,TlInS2,JVASP-75254_TlInS2.cif,data/cif/JVASP-75254_TlInS2.cif,-0.13671,0.0,113.2,1.082,,,0,mp-632539-1L,0,0
JVASP-75257,BaH2O3,BaH2O3,JVASP-75257_BaH2O3.cif,data/cif/JVASP-75257_BaH2O3.cif,-1.42709,0.0,78.32,3.059,,,0,mp-642653-1L,0,0
JVASP-75258,SrH2O3,SrH2O3,JVASP-75258_SrH2O3.cif,data/cif/JVASP-75258_SrH2O3.cif,-1.4647,0.0,78.33,3.096,4.76,,0,mp-642654-1L,0,0
JVASP-75265,Ag3SI,Ag3SI,JVASP-75265_Ag3SI.cif,data/cif/JVASP-75265_Ag3SI.cif,-0.06665,0.0,42.33,0.492,,,0,mp-676121-1L,0,0
JVASP-75269,CrPO4,CrPO4,JVASP-75269_CrPO4.cif,data/cif/JVASP-75269_CrPO4.cif,-1.90114,0.0,91.04,1.301,,,0,mp-690012-1L,0,0
JVASP-75282,Li2WS4,Li2WS4,JVASP-75282_Li2WS4.cif,data/cif/JVASP-75282_Li2WS4.cif,-0.92572,0.0,87.98,2.276,,,0,mp-753195-1L,0,0
JVASP-75284,FeP2S6,Fe(PS3)2,JVASP-75284_FeP2S6.cif,data/cif/JVASP-75284_FeP2S6.cif,-0.14838,0.0,43.26,0.0,,,0,mp-753614-1L,0,0
JVASP-75285,SbOF,SbOF,JVASP-75285_SbOF.cif,data/cif/JVASP-75285_SbOF.cif,-1.84895,0.0,33.87,2.822,,,0,mp-753661-1L,0,0
JVASP-75287,Y3I7O,Y3I7O,JVASP-75287_Y3I7O.cif,data/cif/JVASP-75287_Y3I7O.cif,-1.71049,0.0,78.36,1.939,,,0,mp-753727-1L,0,0
JVASP-75290,YIO,YIO,JVASP-75290_YIO.cif,data/cif/JVASP-75290_YIO.cif,-2.809,0.0,40.95,2.191,,,0,mp-754038-1L,0,0
JVASP-75292,CeBrO,CeBrO,JVASP-75292_CeBrO.cif,data/cif/JVASP-75292_CeBrO.cif,-2.93881,0.0,65.02,0.0,,,0,mp-754112-1L,0,0
JVASP-75293,HoBiO3,HoBiO3,JVASP-75293_HoBiO3.cif,data/cif/JVASP-75293_HoBiO3.cif,-2.27626,0.0,290.1,3.258,,,0,mp-754300-1L,0,0
JVASP-75296,TiBi2O5,TiBi2O5,JVASP-75296_TiBi2O5.cif,data/cif/JVASP-75296_TiBi2O5.cif,-1.82965,0.0,157.58,1.884,,,0,mp-755121-1L,0,0
JVASP-75300,BSbO3,BSbO3,JVASP-75300_BSbO3.cif,data/cif/JVASP-75300_BSbO3.cif,-1.8526,0.0,75.35,3.259,,,0,mp-755829-1L,0,0
JVASP-75303,SmH2ClO2,SmH2ClO2,JVASP-75303_SmH2ClO2.cif,data/cif/JVASP-75303_SmH2ClO2.cif,-2.08216,0.0,105.41,1.561,,,0,mp-757145-1L,0,0
JVASP-75319,LiVF3,LiVF3,JVASP-75319_LiVF3.cif,data/cif/JVASP-75319_LiVF3.cif,-2.64125,0.0,98.1,0.536,,,0,mp-765845-1L,0,0
JVASP-75320,Co3TeO8,Co3TeO8,JVASP-75320_Co3TeO8.cif,data/cif/JVASP-75320_Co3TeO8.cif,-0.97591,0.0,57.94,0.106,,,0,mp-765848-1L,0,0
JVASP-75327,LiVF4,LiVF4,JVASP-75327_LiVF4.cif,data/cif/JVASP-75327_LiVF4.cif,-2.91616,0.0,128.71,0.02,,,0,mp-766952-1L,0,0
JVASP-75331,VOF,VOF,JVASP-75331_VOF.cif,data/cif/JVASP-75331_VOF.cif,-2.54316,0.0,54.87,0.679,,,0,mp-769647-1L,0,0
